customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,purchase_decision,Cluster,high_purchase_customer,purchase_label,Cluster_Label
6074,44,1,3,29821,71,18,43.47,4,3,0.11,0,The website is easy to use.,2025-06-15,1,2,0,0,Potential Customer
6075,65,0,4,158139,14,24,48.71,8,27,0.23,0,"Great experience, will shop again!",2025-07-22,1,3,1,1,Other
6076,69,1,9,123080,66,13,59.68,0,27,0.5,0,Very satisfied with my purchase.,2025-08-19,1,3,0,0,Other
6077,63,1,1,36961,67,9,38.45,0,27,0.34,0,"Great experience, will shop again!",2025-08-24,1,2,0,0,Potential Customer
6078,64,1,1,29199,99,42,52.24,15,2,0.92,0,Excellent customer service.,2025-07-30,1,2,1,1,Potential Customer
6079,50,1,9,80214,45,32,48.35,11,6,0.92,0,Excellent customer service.,2025-09-12,1,2,1,1,Potential Customer
6080,39,0,9,136442,33,17,51.06,3,7,0.55,0,"Great experience, will shop again!",2025-09-03,1,3,0,0,Other
6081,25,1,4,137560,100,22,75.1,3,6,0.89,0,"Great experience, will shop again!",2025-07-01,1,3,0,1,Other
6082,60,0,1,87914,39,26,46.71,8,3,0.89,0,"Great experience, will shop again!",2025-06-11,1,1,1,1,Low Engagement Customer
6083,36,1,5,30791,70,7,34.51,0,2,0.95,0,"Great experience, will shop again!",2025-05-10,1,0,0,0,High Value Customer
6084,59,1,5,49417,63,23,44.04,7,8,0.66,0,The website is easy to use.,2025-07-31,1,2,1,1,Potential Customer
6085,54,0,9,72475,7,14,27.63,4,14,0.87,0,Excellent customer service.,2025-09-22,1,1,0,0,Low Engagement Customer
6086,31,1,5,59052,63,16,34.92,2,14,0.2,0,Excellent customer service.,2025-05-29,1,0,0,0,High Value Customer
6087,66,1,9,48396,28,37,27.02,15,10,0.37,0,Excellent customer service.,2025-06-04,1,1,1,1,Low Engagement Customer
6088,55,1,0,178105,33,17,70.88,3,20,0.31,0,Excellent customer service.,2025-06-02,1,3,0,0,Other
6089,46,1,5,91432,40,36,56.22,13,29,0.04,0,Good quality and value for money.,2025-06-13,1,2,1,1,Potential Customer
6090,52,0,1,67600,81,12,45.91,1,7,0.34,0,Excellent customer service.,2025-07-25,1,2,0,0,Potential Customer
6091,61,0,9,76766,6,19,33.01,8,7,0.94,0,The website is easy to use.,2025-05-04,1,1,0,0,Low Engagement Customer
6092,31,1,3,27220,46,16,28.38,5,2,0.64,0,Excellent customer service.,2025-07-05,1,0,0,0,High Value Customer
6093,46,1,8,57721,38,15,37.97,3,7,0.45,0,Excellent customer service.,2025-06-18,1,1,0,0,Low Engagement Customer
6094,42,0,4,54212,87,14,41.82,0,25,0.9,0,Very satisfied with my purchase.,2025-06-08,1,0,0,0,High Value Customer
6095,27,0,9,91643,28,6,51.19,0,12,0.02,0,The website is easy to use.,2025-10-01,1,0,0,0,High Value Customer
6096,38,0,6,86352,12,14,44.89,5,25,0.95,0,Love the products and fast shipping.,2025-08-12,1,1,0,0,Low Engagement Customer
6097,42,1,1,52742,100,11,54.52,0,17,0.43,0,"Great experience, will shop again!",2025-06-07,1,2,0,0,Potential Customer
6098,63,0,2,149344,96,21,62.77,1,15,0.3,0,Very satisfied with my purchase.,2025-10-07,1,3,0,0,Other
6099,51,0,9,91288,44,34,42.04,12,7,0.76,0,Love the products and fast shipping.,2025-06-21,1,1,1,1,Low Engagement Customer
6100,70,1,8,135620,16,16,56.16,4,23,0.97,0,Good quality and value for money.,2025-08-06,1,3,0,0,Other
6101,58,0,5,64998,96,21,42.72,4,10,0.64,0,"Great experience, will shop again!",2025-09-13,1,2,0,0,Potential Customer
6102,62,1,5,79282,58,39,48.11,15,10,0.14,0,Love the products and fast shipping.,2025-06-09,1,2,1,1,Potential Customer
6103,58,0,1,32419,79,30,44.85,9,28,0.69,0,Love the products and fast shipping.,2025-05-13,1,2,1,1,Potential Customer
6104,45,1,8,107338,89,14,60.57,0,15,0.35,0,The website is easy to use.,2025-10-18,1,3,0,0,Other
6105,29,0,7,46196,90,26,53.41,7,17,0.56,0,Good quality and value for money.,2025-05-18,1,2,1,1,Potential Customer
6106,55,0,3,79796,83,39,62.49,14,10,0.17,0,The website is easy to use.,2025-10-07,1,2,1,1,Potential Customer
6107,21,0,5,65824,35,9,31.92,0,16,0.57,0,"Great experience, will shop again!",2025-09-23,1,0,0,0,High Value Customer
6108,51,0,6,50158,36,18,35.63,5,16,0.36,0,"Great experience, will shop again!",2025-10-05,1,1,0,0,Low Engagement Customer
6109,25,1,5,70427,52,20,46.94,5,28,0.19,0,Good quality and value for money.,2025-06-15,1,0,0,0,High Value Customer
6110,26,1,0,109863,34,9,49.33,0,12,0.72,0,Very satisfied with my purchase.,2025-09-18,1,0,0,0,High Value Customer
6111,28,0,5,50203,81,28,36.32,8,15,0.58,0,"Great experience, will shop again!",2025-09-22,1,0,1,1,High Value Customer
6112,34,0,9,98324,23,10,34.32,2,2,0.31,0,Excellent customer service.,2025-05-21,1,0,0,0,High Value Customer
6113,25,1,8,143239,70,24,66.65,4,22,0.46,0,Love the products and fast shipping.,2025-09-04,1,3,1,1,Other
6114,70,0,9,58209,48,16,43.89,3,6,0.93,0,The website is easy to use.,2025-07-25,1,1,0,0,Low Engagement Customer
6115,35,0,8,63526,9,8,38.57,1,23,0.14,0,Excellent customer service.,2025-07-09,1,0,0,0,High Value Customer
6116,50,0,9,160465,87,20,66.53,1,28,0.92,0,Good quality and value for money.,2025-08-26,1,3,0,0,Other
6117,68,0,9,136994,60,43,50.19,15,18,0.56,0,Good quality and value for money.,2025-09-12,1,3,1,1,Other
6118,26,0,6,93521,10,10,44.85,1,29,0.25,0,Good quality and value for money.,2025-05-05,1,0,0,0,High Value Customer
6119,54,1,4,52846,25,35,39.64,15,14,0.17,0,The website is easy to use.,2025-09-26,1,1,1,1,Low Engagement Customer
6120,62,1,8,148310,12,33,42.25,12,6,0.56,0,"Great experience, will shop again!",2025-10-25,1,1,1,1,Low Engagement Customer
6121,34,0,6,74056,69,10,46.6,0,29,0.43,0,Love the products and fast shipping.,2025-07-24,1,0,0,0,High Value Customer
6122,63,1,1,88422,13,18,36.84,6,3,0.71,0,Love the products and fast shipping.,2025-09-13,1,1,0,0,Low Engagement Customer
6123,55,0,9,107337,95,24,53.16,5,20,0.27,0,Love the products and fast shipping.,2025-05-18,1,2,1,1,Potential Customer
6124,60,0,0,136737,20,21,51.65,6,13,0.81,0,Very satisfied with my purchase.,2025-10-22,1,3,0,0,Other
6125,58,1,4,157179,86,25,75.05,4,28,0.97,0,Excellent customer service.,2025-10-11,1,3,1,1,Other
6126,28,1,4,149217,42,24,52.54,5,15,0.81,0,"Great experience, will shop again!",2025-08-12,1,3,1,1,Other
6127,30,1,5,64290,28,9,40.82,2,27,0.62,0,The website is easy to use.,2025-10-13,1,0,0,0,High Value Customer
6128,35,1,4,47633,12,9,33.48,2,19,0.68,0,The website is easy to use.,2025-08-26,1,1,0,0,Low Engagement Customer
6129,23,1,2,43314,56,19,34.33,5,16,0.55,0,Love the products and fast shipping.,2025-08-05,1,0,0,0,High Value Customer
6130,39,1,0,57222,65,15,49.33,2,11,0.99,0,Excellent customer service.,2025-09-20,1,0,0,0,High Value Customer
6131,59,0,9,123686,54,41,62.84,14,27,0.33,0,Good quality and value for money.,2025-07-30,1,3,1,1,Other
6132,41,0,8,102874,19,19,46.89,6,18,0.41,1,Customer service was unhelpful.,2025-03-15,1,1,0,0,Low Engagement Customer
6133,41,0,6,76394,26,28,31.96,11,13,0.93,0,The website is easy to use.,2025-06-15,1,1,1,1,Low Engagement Customer
6134,31,1,1,31029,49,29,42.14,11,6,0.72,0,"Great experience, will shop again!",2025-07-25,1,1,1,1,Low Engagement Customer
6135,43,1,9,104963,32,31,44.1,12,18,0.49,0,Very satisfied with my purchase.,2025-06-24,1,1,1,1,Low Engagement Customer
6136,20,0,0,55491,33,9,29.74,2,17,0.21,0,Love the products and fast shipping.,2025-09-05,1,0,0,0,High Value Customer
6137,54,1,5,95022,72,28,45.22,8,9,0.02,0,"Great experience, will shop again!",2025-06-06,1,2,1,1,Potential Customer
6138,45,1,9,86798,87,18,61.33,3,10,0.16,0,Good quality and value for money.,2025-06-09,1,2,0,0,Potential Customer
6139,33,1,2,76946,59,33,46.75,12,9,0.04,0,Excellent customer service.,2025-08-19,1,2,1,1,Potential Customer
6140,55,1,9,74296,98,25,50.3,5,30,0.95,0,Love the products and fast shipping.,2025-07-03,1,2,1,1,Potential Customer
6141,70,0,2,76623,48,30,36.56,10,21,0.67,0,Good quality and value for money.,2025-07-03,1,1,1,1,Low Engagement Customer
6142,22,0,0,78142,64,18,43.51,3,12,0.63,0,Good quality and value for money.,2025-06-03,1,0,0,0,High Value Customer
6143,57,1,9,48816,71,28,48.99,10,6,0.02,0,"Great experience, will shop again!",2025-06-28,1,2,1,1,Potential Customer
6144,41,0,5,52007,81,26,40.9,8,8,0.56,0,"Great experience, will shop again!",2025-10-23,1,2,1,1,Potential Customer
6145,60,1,8,152005,49,26,50.44,6,27,0.5,0,Good quality and value for money.,2025-05-23,1,3,1,1,Other
6146,21,1,1,34164,40,10,40.07,2,19,0.01,0,Good quality and value for money.,2025-09-07,1,0,0,0,High Value Customer
6147,67,1,0,91502,62,30,54.2,9,20,0.16,0,Very satisfied with my purchase.,2025-10-02,1,2,1,1,Potential Customer
6148,22,1,6,72262,52,14,53.65,2,6,0.23,0,Love the products and fast shipping.,2025-05-22,1,0,0,0,High Value Customer
6149,50,1,3,95905,56,30,52.39,10,7,0.46,0,The website is easy to use.,2025-06-16,1,2,1,1,Potential Customer
6150,58,1,5,92632,79,29,61.3,9,18,0.72,0,"Great experience, will shop again!",2025-06-16,1,2,1,1,Potential Customer
6151,47,0,5,58191,11,7,39.97,1,3,0.66,0,Love the products and fast shipping.,2025-09-08,1,1,0,0,Low Engagement Customer
6152,44,0,8,65020,58,17,46.07,4,30,0.4,0,Very satisfied with my purchase.,2025-10-05,1,0,0,0,High Value Customer
6153,59,0,9,65870,100,22,44.97,5,18,0.0,0,The website is easy to use.,2025-09-25,1,2,0,1,Potential Customer
6154,60,1,9,82724,12,30,31.31,13,22,0.42,0,Very satisfied with my purchase.,2025-09-11,1,1,1,1,Low Engagement Customer
6155,61,1,2,157870,98,27,64.72,4,4,0.93,0,Excellent customer service.,2025-05-24,1,3,1,1,Other
6156,26,1,9,78445,11,18,41.34,6,29,0.17,0,Love the products and fast shipping.,2025-07-25,1,0,0,0,High Value Customer
6157,49,1,1,51214,68,16,45.48,3,18,0.6,0,Excellent customer service.,2025-09-15,1,2,0,0,Potential Customer
6158,23,1,2,60677,25,8,29.82,2,27,0.3,0,Good quality and value for money.,2025-09-02,1,0,0,0,High Value Customer
6159,50,0,9,91276,83,32,53.85,10,23,0.54,0,"Great experience, will shop again!",2025-06-08,1,2,1,1,Potential Customer
6160,70,0,0,173648,25,19,59.83,4,23,0.03,1,"Poor quality, item broke after a week.",2025-03-23,1,3,0,0,Other
6161,27,1,1,26301,85,23,33.86,6,23,0.24,0,The website is easy to use.,2025-06-22,1,0,1,1,High Value Customer
6162,21,1,3,46434,5,6,34.57,1,12,0.55,0,Very satisfied with my purchase.,2025-10-17,1,0,0,0,High Value Customer
6163,23,1,5,54102,39,13,32.5,3,21,0.12,0,Excellent customer service.,2025-09-11,1,0,0,0,High Value Customer
6164,36,1,7,70467,56,40,42.77,15,29,0.75,0,Love the products and fast shipping.,2025-09-05,1,2,1,1,Potential Customer
6165,60,1,2,153170,41,28,52.68,8,5,0.91,0,Excellent customer service.,2025-07-26,1,3,1,1,Other
6166,50,1,8,87498,10,23,35.67,8,24,0.15,0,Excellent customer service.,2025-09-07,1,1,1,1,Low Engagement Customer
6167,53,0,5,62023,39,24,31.53,9,11,0.63,0,"Great experience, will shop again!",2025-06-12,1,1,1,1,Low Engagement Customer
6168,45,0,0,143536,2,31,46.41,12,4,0.31,0,Love the products and fast shipping.,2025-09-04,1,1,1,1,Low Engagement Customer
6169,67,0,1,95066,14,14,33.6,4,30,0.87,1,Customer service was unhelpful.,2023-12-23,1,1,0,0,Low Engagement Customer
6170,44,0,0,149150,68,41,65.11,14,18,0.43,0,The website is easy to use.,2025-06-15,1,3,1,1,Other
6171,43,0,1,45136,71,21,52.31,6,10,0.07,0,The website is easy to use.,2025-08-13,1,2,0,0,Potential Customer
6172,54,1,4,127046,17,8,48.39,0,29,0.2,0,Good quality and value for money.,2025-06-25,1,3,0,0,Other
6173,62,1,4,68721,48,24,44.55,8,6,0.18,0,Good quality and value for money.,2025-07-03,1,2,1,1,Potential Customer
6174,39,1,9,70878,85,11,55.27,0,9,0.08,0,Love the products and fast shipping.,2025-08-26,1,0,0,0,High Value Customer
6175,53,0,9,141746,80,18,66.41,2,13,0.12,0,Excellent customer service.,2025-07-10,1,3,0,0,Other
6176,42,1,3,20880,15,21,22.2,9,23,0.43,0,The website is easy to use.,2025-09-26,1,1,0,0,Low Engagement Customer
6177,30,0,2,130732,66,29,62.69,7,28,0.52,0,"Great experience, will shop again!",2025-06-13,1,3,1,1,Other
6178,55,0,1,37468,33,37,41.31,15,4,0.63,1,The product did not match the description.,2024-01-25,1,1,1,1,Low Engagement Customer
6179,26,0,1,79579,62,11,39.38,0,29,0.85,0,The website is easy to use.,2025-09-21,1,0,0,0,High Value Customer
6180,35,1,5,48780,41,30,32.24,12,16,0.58,0,Good quality and value for money.,2025-08-22,1,1,1,1,Low Engagement Customer
6181,66,0,4,123034,98,21,72.35,2,27,0.98,0,"Great experience, will shop again!",2025-05-29,1,3,0,0,Other
6182,41,1,2,125524,69,15,55.47,0,29,0.77,0,Very satisfied with my purchase.,2025-06-24,1,3,0,0,Other
6183,70,1,2,114427,61,16,56.39,2,16,0.56,0,Good quality and value for money.,2025-05-15,1,3,0,0,Other
6184,40,1,3,42811,66,15,32.18,3,29,0.74,0,Love the products and fast shipping.,2025-08-20,1,0,0,0,High Value Customer
6185,32,0,5,45204,3,30,31.63,14,5,0.45,0,Very satisfied with my purchase.,2025-09-28,1,1,1,1,Low Engagement Customer
6186,31,1,9,95593,24,23,40.19,8,13,0.13,0,Love the products and fast shipping.,2025-06-13,1,1,1,1,Low Engagement Customer
6187,38,0,4,127591,4,6,50.39,0,14,0.92,1,Difficult to navigate the website.,2024-07-30,1,0,0,0,High Value Customer
6188,20,1,9,127887,88,19,69.78,2,22,0.85,0,The website is easy to use.,2025-08-07,1,3,0,0,Other
6189,41,1,8,104873,69,14,49.27,1,8,0.75,1,The product did not match the description.,2024-03-08,1,0,0,0,High Value Customer
6190,37,0,9,149277,59,39,68.81,12,25,0.62,0,The website is easy to use.,2025-07-22,1,3,1,1,Other
6191,62,1,9,68715,15,32,38.96,14,27,0.33,0,Good quality and value for money.,2025-08-24,1,1,1,1,Low Engagement Customer
6192,29,1,5,45634,36,17,26.6,5,30,0.8,1,Difficult to navigate the website.,2024-01-03,1,1,0,0,Low Engagement Customer
6193,34,0,2,109934,62,16,46.72,2,19,0.87,0,Very satisfied with my purchase.,2025-07-18,1,0,0,0,High Value Customer
6194,70,0,5,70718,74,36,57.13,12,27,0.59,0,Excellent customer service.,2025-06-11,1,2,1,1,Potential Customer
6195,35,1,8,134347,34,29,62.07,9,12,0.58,0,"Great experience, will shop again!",2025-10-07,1,3,1,1,Other
6196,30,1,9,60098,5,19,33.61,8,8,0.98,0,Very satisfied with my purchase.,2025-08-23,1,1,0,0,Low Engagement Customer
6197,46,1,4,99742,84,17,58.14,1,28,0.79,0,Love the products and fast shipping.,2025-05-07,1,3,0,0,Other
6198,47,0,5,89888,67,27,44.4,7,12,0.98,0,Very satisfied with my purchase.,2025-06-21,1,2,1,1,Potential Customer
6199,44,1,1,79929,15,25,29.2,10,7,0.15,0,Good quality and value for money.,2025-05-24,1,1,1,1,Low Engagement Customer
6200,21,0,0,58866,23,5,32.33,0,10,0.96,0,"Great experience, will shop again!",2025-08-27,1,0,0,0,High Value Customer
6201,20,0,6,125230,47,17,60.34,2,7,0.55,0,Good quality and value for money.,2025-07-14,1,0,0,0,High Value Customer
6202,46,0,9,137328,26,34,43.82,12,26,0.8,0,"Great experience, will shop again!",2025-10-12,1,1,1,1,Low Engagement Customer
6203,63,1,4,156124,92,17,67.66,0,8,0.27,0,Very satisfied with my purchase.,2025-09-16,1,3,0,0,Other
6204,35,1,8,41760,2,15,22.82,5,2,0.54,0,Good quality and value for money.,2025-10-08,1,1,0,0,Low Engagement Customer
6205,61,1,9,73336,67,10,43.88,0,8,0.08,0,The website is easy to use.,2025-09-25,1,2,0,0,Potential Customer
6206,42,0,5,30647,31,26,25.28,11,25,0.71,0,Good quality and value for money.,2025-07-11,1,1,1,1,Low Engagement Customer
6207,19,0,8,61303,36,9,32.48,1,1,0.11,0,"Great experience, will shop again!",2025-07-30,1,0,0,0,High Value Customer
6208,47,1,5,36062,52,22,46.6,8,22,0.52,0,The website is easy to use.,2025-06-01,1,2,0,1,Potential Customer
6209,49,1,2,64351,14,32,34.54,13,7,0.25,0,The website is easy to use.,2025-07-04,1,1,1,1,Low Engagement Customer
6210,27,0,2,142389,56,13,50.37,0,3,0.28,0,"Great experience, will shop again!",2025-10-20,1,0,0,0,High Value Customer
6211,48,1,1,41932,6,11,33.41,3,27,0.14,0,The website is easy to use.,2025-07-05,1,1,0,0,Low Engagement Customer
6212,32,1,9,85781,56,34,45.0,11,28,0.63,0,Love the products and fast shipping.,2025-07-05,1,2,1,1,Potential Customer
6213,48,1,4,79488,44,11,42.38,2,22,0.42,0,Good quality and value for money.,2025-09-17,1,0,0,0,High Value Customer
6214,34,0,9,55795,31,17,44.15,6,11,0.31,0,"Great experience, will shop again!",2025-05-04,1,0,0,0,High Value Customer
6215,27,0,4,145394,57,28,63.57,7,12,0.93,0,Love the products and fast shipping.,2025-06-25,1,3,1,1,Other
6216,32,0,5,25187,88,30,36.82,10,4,0.1,0,"Great experience, will shop again!",2025-05-05,1,2,1,1,Potential Customer
6217,55,0,4,125952,28,14,41.89,3,24,0.9,0,Very satisfied with my purchase.,2025-06-15,1,1,0,0,Low Engagement Customer
6218,48,0,2,121766,66,39,53.18,13,10,0.06,0,Love the products and fast shipping.,2025-08-21,1,3,1,1,Other
6219,43,0,4,92132,49,37,58.06,14,10,0.71,0,The website is easy to use.,2025-05-23,1,2,1,1,Potential Customer
6220,41,0,1,46979,90,36,48.77,12,27,0.87,0,Excellent customer service.,2025-07-27,1,2,1,1,Potential Customer
6221,28,1,7,70187,2,11,28.49,3,25,0.71,1,"Poor quality, item broke after a week.",2025-02-09,1,1,0,0,Low Engagement Customer
6222,48,0,4,132259,99,43,71.64,14,10,0.71,0,"Great experience, will shop again!",2025-07-21,1,3,1,1,Other
6223,39,1,9,147979,100,24,67.44,4,13,0.12,0,Love the products and fast shipping.,2025-08-23,1,3,1,1,Other
6224,60,1,4,122576,16,21,46.37,7,27,0.97,1,"Poor quality, item broke after a week.",2024-08-07,1,1,0,0,Low Engagement Customer
6225,58,0,7,95738,6,31,48.21,12,10,0.5,0,Excellent customer service.,2025-07-24,1,1,1,1,Low Engagement Customer
6226,57,1,6,60812,26,10,45.18,1,27,0.97,0,Excellent customer service.,2025-09-25,1,1,0,0,Low Engagement Customer
6227,54,0,6,158245,97,19,67.58,0,4,0.33,0,Excellent customer service.,2025-09-17,1,3,0,0,Other
6228,41,1,9,83036,94,38,51.72,12,3,0.9,0,Good quality and value for money.,2025-06-26,1,2,1,1,Potential Customer
6229,29,0,1,77132,97,20,46.72,3,16,0.42,0,Love the products and fast shipping.,2025-06-13,1,0,0,0,High Value Customer
6230,59,1,8,124537,74,37,53.67,12,25,0.16,0,"Great experience, will shop again!",2025-05-31,1,3,1,1,Other
6231,25,1,1,31784,67,14,39.97,2,8,0.52,0,Excellent customer service.,2025-07-20,1,0,0,0,High Value Customer
6232,45,1,9,50031,4,30,38.09,14,9,0.41,0,Good quality and value for money.,2025-07-02,1,1,1,1,Low Engagement Customer
6233,36,0,9,145690,35,20,51.68,4,2,0.36,0,Very satisfied with my purchase.,2025-07-23,1,3,0,0,Other
6234,69,1,5,38672,28,18,42.84,7,25,0.51,0,Excellent customer service.,2025-08-12,1,1,0,0,Low Engagement Customer
6235,34,0,9,52101,78,23,40.58,6,19,0.09,0,Good quality and value for money.,2025-06-07,1,0,1,1,High Value Customer
6236,39,1,8,82402,7,24,33.34,10,23,0.45,0,Excellent customer service.,2025-09-22,1,1,1,1,Low Engagement Customer
6237,59,1,1,29839,37,16,40.28,5,7,0.36,0,Excellent customer service.,2025-06-19,1,1,0,0,Low Engagement Customer
6238,42,0,4,142083,61,28,63.16,8,15,0.76,1,"Poor quality, item broke after a week.",2023-12-11,1,3,1,1,Other
6239,68,1,9,120446,89,31,69.59,8,29,0.75,0,"Great experience, will shop again!",2025-07-26,1,3,1,1,Other
6240,57,0,1,46910,52,36,37.69,13,23,0.12,0,Excellent customer service.,2025-06-25,1,1,1,1,Low Engagement Customer
6241,26,1,5,57359,13,6,31.96,0,1,0.84,1,Shipping was too slow.,2024-10-02,1,0,0,0,High Value Customer
6242,48,0,9,169192,74,43,65.82,13,4,0.01,0,The website is easy to use.,2025-10-14,1,3,1,1,Other
6243,69,1,9,79285,99,37,63.02,12,5,0.11,0,Good quality and value for money.,2025-06-25,1,2,1,1,Potential Customer
6244,67,0,3,39849,18,27,33.71,12,29,0.69,0,Love the products and fast shipping.,2025-09-23,1,1,1,1,Low Engagement Customer
6245,19,0,9,47434,61,9,40.71,0,4,0.36,1,Shipping was too slow.,2024-04-10,1,0,0,0,High Value Customer
6246,45,0,4,107184,64,41,59.45,15,4,0.24,0,Good quality and value for money.,2025-06-13,1,3,1,1,Other
6247,53,0,9,72693,2,28,40.94,12,15,0.16,1,Difficult to navigate the website.,2024-10-22,1,1,1,1,Low Engagement Customer
6248,42,1,8,136535,23,22,44.33,6,6,0.15,0,Good quality and value for money.,2025-06-25,1,3,0,1,Other
6249,32,0,4,50263,31,27,36.27,10,27,0.45,0,The website is easy to use.,2025-09-27,1,1,1,1,Low Engagement Customer
6250,27,0,0,92585,38,27,47.54,8,20,0.21,0,"Great experience, will shop again!",2025-08-19,1,0,1,1,High Value Customer
6251,53,1,9,57140,98,15,54.28,2,30,0.19,0,The website is easy to use.,2025-07-26,1,2,0,0,Potential Customer
6252,39,1,9,126607,96,28,62.13,6,16,0.87,0,The website is easy to use.,2025-05-06,1,3,1,1,Other
6253,43,1,6,101131,30,32,37.02,12,25,0.09,0,Good quality and value for money.,2025-07-10,1,1,1,1,Low Engagement Customer
6254,39,0,6,62326,26,23,45.07,9,4,0.95,0,Love the products and fast shipping.,2025-10-27,1,1,1,1,Low Engagement Customer
6255,38,0,0,91562,86,16,51.72,2,29,0.7,0,Very satisfied with my purchase.,2025-09-23,1,0,0,0,High Value Customer
6256,40,1,1,61943,81,28,50.15,8,17,0.46,0,"Great experience, will shop again!",2025-09-13,1,2,1,1,Potential Customer
6257,37,1,3,58414,61,26,53.05,9,14,0.18,0,The website is easy to use.,2025-07-31,1,2,1,1,Potential Customer
6258,42,1,6,133935,40,26,45.9,7,23,0.76,0,Love the products and fast shipping.,2025-08-13,1,3,1,1,Other
6259,36,1,1,51283,79,19,52.48,4,28,0.91,0,Good quality and value for money.,2025-06-10,1,2,0,0,Potential Customer
6260,68,0,9,162878,49,38,64.06,13,1,0.18,0,Excellent customer service.,2025-05-10,1,3,1,1,Other
6261,66,0,5,95751,68,12,60.34,0,28,0.6,0,Love the products and fast shipping.,2025-06-29,1,3,0,0,Other
6262,27,1,9,53836,83,23,39.02,6,23,0.95,0,Excellent customer service.,2025-09-09,1,0,1,1,High Value Customer
6263,67,1,5,41865,23,10,35.44,3,26,0.22,0,Very satisfied with my purchase.,2025-09-10,1,1,0,0,Low Engagement Customer
6264,30,1,5,78457,88,38,48.94,12,24,0.37,0,Love the products and fast shipping.,2025-05-05,1,2,1,1,Potential Customer
6265,57,0,8,174441,43,32,66.6,10,14,0.64,0,Very satisfied with my purchase.,2025-06-23,1,3,1,1,Other
6266,22,0,9,118111,77,19,59.38,3,19,0.34,0,The website is easy to use.,2025-08-08,1,0,0,0,High Value Customer
6267,31,0,9,52139,16,32,32.59,13,27,0.87,0,Excellent customer service.,2025-05-31,1,1,1,1,Low Engagement Customer
6268,49,1,9,61209,34,34,46.2,13,15,0.96,0,"Great experience, will shop again!",2025-05-09,1,1,1,1,Low Engagement Customer
6269,47,1,7,39714,85,42,44.24,15,11,0.1,0,"Great experience, will shop again!",2025-05-25,1,2,1,1,Potential Customer
6270,37,0,4,139273,39,34,47.73,12,16,0.85,0,The website is easy to use.,2025-08-11,1,3,1,1,Other
6271,45,1,9,105455,2,30,36.51,12,11,0.73,0,Very satisfied with my purchase.,2025-10-24,1,1,1,1,Low Engagement Customer
6272,25,1,1,47958,100,15,48.47,1,29,0.37,0,Excellent customer service.,2025-07-13,1,0,0,0,High Value Customer
6273,67,0,0,109422,65,19,52.05,4,5,0.91,0,Excellent customer service.,2025-09-22,1,3,0,0,Other
6274,55,0,5,34612,14,26,27.12,12,28,0.85,0,Excellent customer service.,2025-08-04,1,1,1,1,Low Engagement Customer
6275,25,1,2,107383,43,13,55.89,1,13,0.29,0,The website is easy to use.,2025-06-08,1,0,0,0,High Value Customer
6276,69,1,9,75681,8,9,35.77,2,5,0.71,0,Very satisfied with my purchase.,2025-05-02,1,1,0,0,Low Engagement Customer
6277,18,1,1,49029,94,13,53.1,0,18,0.19,0,Love the products and fast shipping.,2025-05-11,1,0,0,0,High Value Customer
6278,23,0,9,141049,38,16,65.36,2,1,0.57,0,The website is easy to use.,2025-06-06,1,3,0,0,Other
6279,54,1,9,111698,50,40,50.32,15,18,0.01,0,The website is easy to use.,2025-08-10,1,2,1,1,Potential Customer
6280,49,0,0,121316,57,16,46.4,1,8,0.27,0,Love the products and fast shipping.,2025-10-19,1,3,0,0,Other
6281,28,1,3,33691,89,23,39.21,6,2,0.71,0,Very satisfied with my purchase.,2025-05-31,1,0,1,1,High Value Customer
6282,64,0,9,83198,66,31,51.69,9,1,0.17,0,Very satisfied with my purchase.,2025-06-03,1,2,1,1,Potential Customer
6283,47,0,4,147675,49,17,58.74,2,28,0.11,0,"Great experience, will shop again!",2025-05-14,1,3,0,0,Other
6284,21,0,9,148866,61,12,65.68,0,3,0.52,0,Very satisfied with my purchase.,2025-10-15,1,3,0,0,Other
6285,18,1,4,54131,69,10,49.0,0,11,0.48,0,Good quality and value for money.,2025-08-09,1,0,0,0,High Value Customer
6286,46,0,9,170832,78,38,67.44,10,22,0.0,0,Very satisfied with my purchase.,2025-07-11,1,3,1,1,Other
6287,48,0,9,160639,68,31,60.56,9,2,0.13,0,Very satisfied with my purchase.,2025-07-27,1,3,1,1,Other
6288,49,0,1,30403,76,38,37.95,14,12,0.93,0,Excellent customer service.,2025-09-16,1,2,1,1,Potential Customer
6289,29,0,2,117742,52,27,58.88,8,23,0.05,0,Excellent customer service.,2025-07-19,1,3,1,1,Other
6290,65,0,1,62938,33,21,47.76,6,11,0.52,0,Excellent customer service.,2025-05-24,1,1,0,0,Low Engagement Customer
6291,65,0,8,87794,43,21,38.28,5,10,0.21,0,Love the products and fast shipping.,2025-05-05,1,1,0,0,Low Engagement Customer
6292,64,0,9,67130,39,19,37.21,5,3,0.42,0,Excellent customer service.,2025-06-09,1,1,0,0,Low Engagement Customer
6293,54,1,4,137804,41,10,60.45,0,4,0.49,0,Good quality and value for money.,2025-08-23,1,3,0,0,Other
6294,19,1,6,77933,65,9,42.11,0,18,0.14,0,"Great experience, will shop again!",2025-08-10,1,0,0,0,High Value Customer
